title,location,img,link
护理人模型训练模拟人体模特多功能男女导尿创伤医学医用假人直销,上海,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/1652500007/O1CN01B9ZVmJ1BvFRRjEtRc_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,https://click.simba.taobao.com/cc_im?p=cpr%BC%D9%C8%CB&s=956826552&k=993&e=uXUxuPpXImcgP9%2FE7RsgnwJP%2Bd0JcI8DGnpImAMxGyrFvCFAj0bozwJ%2BbFW%2FkZuxNZGDoHdZiHo6%2BIURV7q3Qpp%2Bvb9W6zworp9A7x40RrjRdk%2FSK76fzY4mNFC0IW%2B4jRRtmbVDrTSahKaEy7FD1D74O%2FNNiNfPolqr2d%2BFdlMkAgDJc%2BrblTFj6OaQ%2FEeq7ioogwHJ8zdjwb6zWe7bMXdCjwoVP4ehToSnKzPSNi0TDmYAdBunBcbtBlVZkTBrp%2FwyhOZ559Btli4NQGfYMlrTgE3O8jXgs2y%2FAxzZUzDnu9YLr3Ed4JEAx7sfI87yfJ0UC5DvsZCNVj%2F5DCS9hA4EJi0USHqNcdpHIOGSIOgPMVg6uLXBRGGHYn%2FASfzx%2Bb767eBgP8nKURhHtqkT7l11IHzf3mZxG5seMwWWEMdOSwKL%2Bjb9Cr8haMjWTCi2P5xEWfJL65iuU9UH%2BYBPFDSnRyrVuIKyKZbp%2FWVYGQHrP1IFEcYThrdbFF%2B0dTIffdYKxgqcC90n6nGJsy1YZhrU4e1kydcc4AXadsuJKB5F%2FIrKJIAYniierIxr8xzyNqiJQ%2Bakm%2BUB73MnR%2Fl1VpEVrLLt7%2F2A9qXffkXu3%2B8fiKRJWQMwIo5jutfcvgi7pApKb4rcL3Ljt%2FDRakvXUvl89wFPnpKfx7m%2BUE%2Bm8H3yJEyr6uSk68XwhJAiy3u6UTGvOEhi1KRen2DZvFOIuESd%2B60VHhv6qHWfcdEys81Cs14%2FcsoZ%2Bllx4I1JQEvDPXvslIT4oUqkvMMu%2Bm0Jj2xi9e0WaUowU9vrVbgbqkLp6mMd15l7Qvm%2B%2Bu3gYD%2FJdXEBi7CiqDhgIqesR3fKt94uyh%2F%2BCup0l%2BFnIRbvs4s8POFqgmBH5IrkLCYTSD75GH8%2BzScXCsoHgX1YUFlV6ZPOFkb3kHKG2E5nQ50Lva6971qg2lx4ne7rMkZL9kL9yQ%2FYMYY7HZ67FzYoAUZWxp18dz%2FoEgLV#detail
心肺复苏模拟人CPR490急救训练假人医学用人工呼吸演练人体模型,浙江 温州,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i3/2917370030/O1CN01YxR1yS1C5mgB1lV3e_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,https://click.simba.taobao.com/cc_im?p=cpr%BC%D9%C8%CB&s=956826552&k=961&e=RSgnhx1nFLkgP9%2FE7RsgnwJP%2Bd0JcI8DGnpImAMxGyrFvCFAj0bozwJ%2BbFW%2FkZuxKY6XUINJGR1TfSqUyUQ8Xe2d8ithAiZnM6T6UPT%2Fdw3Rdk%2FSK76fzY4mNFC0IW%2B4jRRtmbVDrTSahKaEy7FD1D74O%2FNNiNfPolqr2d%2BFdlMkAgDJc%2BrblTFj6OaQ%2FEeq7ioogwHJ8zdjwb6zWe7bMXdCjwoVP4ehToSnKzPSNi0TDmYAdBunBd%2BoVnXV%2F2n4BTH0Bk9b3%2BEhqjWbvYBZZh8V%2BF2%2Fn6GqfoQoBWK1F3ubIet%2BFdQMPwJZ6RFkXzjSk3NKAuzC3XFJfcTdc3AwDfjpeM4v2olY0brr5RYxFV7F3JATNwhSAdY34YEKFRJoKY097WkzfIOY9iCs84lIXgieiI9z4%2BhfAqoZzJ7J1TieRcI8NflLJ1rubp4kHvHklNa6UX4kTUNGVwa2wA3IE%2FsnWl7wsm8kBo4%2F7xPKqx%2FQk8exojV4W90ggArJ7amTuFwJwsiU1P0vvRcEN2CNkjYS1O2ALwp3CVxbmxwF8FFjyR9bTLN3WkLy7NgIdWj49qXffkXu3%2B8fiKRJWQMwIo5jutfcvgi7pApKb4rcL3Ljt%2FDRakvXUvl89wFPnpKfx7m%2BUE%2Bm8H3yJEyr6uSk68XwhJAiy3u6UTGvOEhi1KRen2DZvFOIuGkY%2BvSLtYzDDR3RryLMzH1Cs14%2FcsoZ%2Bllx4I1JQEvDPXvslIT4oUqkvMMu%2Bm0JjyW8VDxOkZENYw1QycyudSCz5iyHsWYvyZDa2GDQooyrm%2B5bshKKNWExC16uKsznT0nEbK7hFzrn%2F%2Fq2xJM40lhLP8pcBHwiZxloeMmLUPq2VzCLt9vg%2FFPIKUXid8jyPF9NqeJwNUr1S2%2FBt3v4VZI6Q7PJli8pI0gQoP4TEfpA0jgbup0d3gyXjPC9HM8fifYmaHOQj%2F0M#detail
高级婴儿儿童心肺复苏模拟人婴儿梗塞气道阻塞急救及CPR训练模型,北京,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/128177215/O1CN01exrYfa23AWImCtDg6_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,https://click.simba.taobao.com/cc_im?p=cpr%BC%D9%C8%CB&s=956826552&k=961&e=60uRiYcZJV8gP9%2FE7RsgnwJP%2Bd0JcI8DGnpImAMxGyrFvCFAj0bozwJ%2BbFW%2FkZuxNZGDoHdZiHpQgsvUoZi72Nu3TMkWmYbfM6T6UPT%2Fdw3Rdk%2FSK76fzY4mNFC0IW%2B4jRRtmbVDrTSahKaEy7FD1D74O%2FNNiNfPolqr2d%2BFdlMkAgDJc%2BrblTFj6OaQ%2FEeq7ioogwHJ8zdjwb6zWe7bMXdCjwoVP4ehToSnKzPSNi0TDmYAdBunBd%2BoVnXV%2F2n4BTH0Bk9b3%2BEhqjWbvYBZZh8V%2BF2%2Fn6GqfoQoBWK1F3ubIet%2BFdQMP75E%2FUjgBMeKr2Unz7VE9orFBeWBXCHoiDq1L%2FpDDQm4WXtPIM%2BbQN58pxijcnBmWYCNKJZ%2FWLXbDl0zGnFD3imY9iCs84lIXgieiI9z4%2BhfAqoZzJ7J1TieRcI8NflLJ1rubp4kHvHk6UrYRMZt3rLLvFVaYJdq3fsnWl7wsm8kBo4%2F7xPKqx8VnF%2BmknV5AsGyglQ13CcUtlT3%2BA1zp3YfvkhjFZ3knpjY6P8KAIXjVkb7Fp5BkaUDCFyAiYA4MVTZKnpYkd3QvLgbZUszFTYECFHHOYqV7KRb4TvXG2NQ9c5EtALW3ivEzMbP5LCpMmZVKM5eUUaE3n6lUbpFakgO4FK9Mig2D3f06PPZr9OqTOZUDi2l6nid1fNHLVp%2FXtNcFcj4%2B%2BPQCj55WKXgMrUF3Yh11P%2BIfGwMsZHp8eLvAsGI%2BhpOX2wGVVn7arIbzNkryxYj8e%2Bsq%2F0%2F7dtvC4%2Bz5iyHsWYvyVecFpp1Jnqz7cYmX566KQlYeFc7gIL%2F445np0qp%2BLOSGkTCQKMeGYX8BiXabMq7lCDwot2bqJVqCEYqYFa2hEMHgX1YUFlV6ZPOFkb3kHKG2E5nQ50Lva6971qg2lx4ne7rMkZL9kL9yQ%2FYMYY7HZ67FzYoAUZWxp18dz%2FoEgLV#detail
弘德HD/CPR690S大屏幕液晶彩显自动电脑心肺复苏模拟人急救技能训练培训人体模型人工呼吸教学用假人体模型,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2206426493198/O1CN01YaEMon1ZUjJ54UAPy_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=601466003409&ns=1&abbucket=16
CPR心肺复苏急救胸外按压假人急救培训医学仿真模具教学人工呼吸,北京,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2207767347679/O1CN01oXWWdb26b1zhrPfNA_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=619941624633&ns=1&abbucket=16
厂家直销 训练专用假人 CPR半身心肺复苏模拟人急救培训人体模型,北京,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/3043639422/O1CN01qP2d0o2JTKM6AmJV7_!!3043639422.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=627338168434&ns=1&abbucket=16#detail
心肺复苏模拟人cpr半身急救人工呼吸按压心肺复苏模拟人训练假人,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/43980582/O1CN01Sx3ucU1GAbBHII0Tn_!!43980582.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=640634792373&ns=1&abbucket=16#detail
弘德CPR400S-A无线版 大屏幕彩显高级心肺复苏模拟人（无线连接）急救训练人工呼吸假人人体教学模型,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2206426493198/O1CN01BDI9hs1ZUjMTp0KER_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=670317206736&ns=1&abbucket=16
Denilco心肺复苏模拟人CPR心脏急救人体训练模型学校考核模拟假人,浙江 宁波,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2213980141836/O1CN01boExuk1PQvxtFr7Vb_!!2213980141836.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=689434543159&ns=1&abbucket=16#detail
无线手机APP心肺复苏模拟人体半全身人工呼吸CPR假人急救演练模。,浙江 金华,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2209535119784/O1CN012lZCTm1CfVSAlq5BB_!!108-0-lubanu.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=702571028534&ns=1&abbucket=16#detail
CPR490心肺复苏模拟人全身急救假人工呼吸训练人体模型,广东 广州,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2215455186933/O1CN01Y9HKY4215MkAuzVoq_!!2215455186933.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=706856101076&ns=1&abbucket=16#detail
心肺复苏模拟人橡胶皮假人体模型胸外按压呼吸急救培训练CPR,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/729153829/TB2qg0FXqi5V1BjSspeXXcWPFXa_!!729153829.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=43196896305&ns=1&abbucket=16#detail
医博高级电脑自动心肺复苏模拟人CPR15590 人工呼吸急救训练模型医学人体模型假人橡皮人心脏复苏模型带遥控,上海,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2206780946618/O1CN01DQobXy1yl5ncyyb2Z_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=607384712111&ns=1&abbucket=16
温麦医疗CPR15170儿童心肺复苏模拟人急救训练人体模型窒息假人,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2214372952415/O1CN01xY8KNG1Ti7HPinKjA_!!2214372952415.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=685140843586&ns=1&abbucket=16#detail
CPR全身心肺复苏训练模拟人工呼吸心脏G复苏急救人体模型假人1020,上海,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2958686104/O1CN016jyhwF1uxgDxWEYzt_!!2958686104.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=712707677492&ns=1&abbucket=16#detail
继科心肺复苏模拟人CPR全身心肺训练假人教学急救模型消防演模型,浙江 金华,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2211886964622/O1CN01dmA0mh1k0vRdsD5l0_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=713125319471&ns=1&abbucket=16
沪模 心肺复苏模拟人半身/全身 cpr急救训练橡皮人工呼吸医学假人 医学模具 复苏人体模型,上海,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=588850994308&ns=1&abbucket=16
沪模 心肺复苏模拟人CPR480急救训练模型人工呼吸假人考核打印HUMO/AED99D自动体外除颤仪（训练教学专用）,浙江 温州,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=606447983832&ns=1&abbucket=16
心肺按压复苏智能软件版模拟人模型教学假人电工急救培训训练CPR790动画显示,北京,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=619951308805&ns=1&abbucket=16
CPR全身半身心肺复苏模拟人工呼吸教学假人心脏复苏急救训练继科,北京,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=623848256922&ns=1&abbucket=16#detail
益模 2021新款全自动电脑心肺复苏模拟人全身智能复苏考核机 CPR480S实战急救假人,浙江 温州,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=631527161579&ns=1&abbucket=16
心肺复苏模拟人CPR全身教学心脏急救训练半身假人工呼吸培训模型,北京,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=656492225741&ns=1&abbucket=16#detail
半身心肺复苏模拟人医用假人CPR急救训练人体模R型模具全身心复苏,北京,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=703992220113&ns=1&abbucket=16#detail
CPR全身心肺h复苏训练模拟人工呼吸心脏复苏急救人体模型假人1020,上海,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=704276713548&ns=1&abbucket=16#detail
半身心肺复苏模拟 人医用假人CPR急救训练人体模型模具全身心复苏,广东 深圳,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=705567545939&ns=1&abbucket=16#detail
心肺复苏模拟人 CPR急救橡皮假人体按压人工呼吸器全半身教学模型,江苏 无锡,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=709999832372&ns=1&abbucket=16
人工呼吸假人 CPR心脏复苏急救训练医学用人体模型心肺复苏模拟人,北京,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=557538046736&ns=1&abbucket=16
心肺复苏模拟人全身电脑反馈学校救援队CPR训练用假人390型,浙江 温州,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=690013465782&ns=1&abbucket=16
诺贝利奥超新一代液晶彩显心肺复苏模拟人CPR590S急救训练假人,江苏 苏州,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2213932002155/O1CN014mOHtq1Rn2K9z8Jgk_!!2213932002155.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=695506686225&ns=1&abbucket=16#detail
心肺复苏模拟人医学用CPR教学模型人工呼吸假人急救橡皮人模拟人,广东 佛山,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2215488030577/O1CN01DyWLur1G8JLZtsyNo_!!2215488030577.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=705789646461&ns=1&abbucket=16#detail
心肺复苏模拟人CPR 心脏急救人体训练模型 电工急救训练假人,山东 济宁,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2215453843378/O1CN01tTqrhn1apAjH5mwaX_!!2215453843378.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=707134730875&ns=1&abbucket=16#detail
优模YOMO/CPR590心肺复苏模拟人液晶屏显示急救假人培训救生训练,浙江 温州,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2215502538597/O1CN01QusQBK2DNTnlGoc7i_!!2215502538597.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=709120945881&ns=1&abbucket=16#detail
优模YOMO/CPR390心肺复苏模拟人急救假人培训救生训练模型单位实,浙江 温州,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2215502538597/O1CN01USx8eb2DNTndNz6Nu_!!2215502538597.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=709125361821&ns=1&abbucket=16#detail
心肺复苏模拟人工呼吸教学假人半身心脏复苏急救训练全身CPR490,湖北 武汉,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2625840554/O1CN01ZBqtvG1FxmFQADbd0_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=710477594568&ns=1&abbucket=16
全身心肺复苏模拟人CPR医学演练假人工呼吸半身教学急救培训模型,江苏 无锡,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2212603351387/O1CN01jnX5PV1M7IAc6fe6H_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=711124016864&ns=1&abbucket=16
CPR490高级全自动电脑心肺复苏模拟人医用急救训练人体模型橡皮假人,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2206813196300/O1CN012728dv1wPRy7qdfT4_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=674410810657&ns=1&abbucket=16
CPR590液晶显示高级电脑心肺复苏模拟人心电图急救训练人体模型假人,上海,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2206813196300/O1CN01yK7QRC1wPRyGOIGU9_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=675060115955&ns=1&abbucket=16
继科心肺复苏模拟人CPR全身心肺训练假人教学急救模型消防演模型,江苏 无锡,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2201532103101/O1CN01UIBPtV1YmJ15L8H5Q_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=705276929703&ns=1&abbucket=16
医训 YX/T437全功能新生儿高级模拟人全功能婴儿心肺复苏CPR及护理操作假人听诊CPR操作训练静脉输液穿刺,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2211549081600/O1CN01yZCHdQ1NgqNpy1a7u_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=645083035286&ns=1&abbucket=16
益模 心肺复苏模拟人 医学多功能教学急救训练假人体模型 CPR全身半身院前安全演练考核系统橡皮人按压吹气,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2209038526505/O1CN01kBxzSC1xvL2QKs4xu_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=629712964864&ns=1&abbucket=16
医博心肺复苏模拟人全身CPR100D半身人工呼吸急救训练教学模型假人 心脏复苏急救模拟人医学人体模型,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2206780946618/O1CN01sBfFqj1yl5neGT4Nq_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=607385196812&ns=1&abbucket=16
优模YOMO/CPR390心肺复苏模拟人急救假人培训救生训练模型单位实训考核救生训练假人,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2211549081600/O1CN01YCL3Zo1NgqR7RUMqR_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=665870055402&ns=1&abbucket=16
弘德HD/AED98D+自动体外模拟除颤与CPR半身心肺复苏模拟人训练组合人工呼吸心脏起搏急救教学假人体模型,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2206426493198/O1CN01h44KW21ZUjIzXkcvw_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=648205833757&ns=1&abbucket=16
CPR100半身心肺复苏模拟人应急培训假人医用人体模型心脏急救训练,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2206426493198/O1CN01ep95n91ZUjN8Fdao7_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=674103548491&ns=1&abbucket=16
心肺复苏模拟人CPR490急救训练假人医学用人工呼吸演练人体模型,浙江 温州,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i3/2917370030/O1CN01YxR1yS1C5mgB1lV3e_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,https://click.simba.taobao.com/cc_im?p=cpr%BC%D9%C8%CB&s=1849907713&k=961&e=c2lwiTQ4V3R%2F0%2BcVqBaJI48GalFp%2BoWylPyenat4bLn7f0Hx11cetpiJ%2BULTyJf%2FPuqbyAgeTLz%2B6EMz7t4%2BYUdrsCGels4Xxj8GxtuCicBo%2FKMAodz3B%2BcZBH4aFvabgTvpfSAkEYk81eomakq07KqBIV%2F9D0pnQLCJ9I4ZQIGbXjNOL9faoFOKwkeQ0iZT9mb2Ncfk2gdAOuOsxMA7WGE8ysLtg4ln46B0Hd52eZefLT5ydVK6qWAkCuJOGSzGsgOYvhdBh%2BzzQK4hF3c5%2FtjayeVQFCnK0zs2ZEvG893%2BNxz0S2WD9BW8xk1YtJ0vNI%2BaEaAVIZK%2FO05UQXvEk3j%2BDgH6eNtJCEoanZHBBBzGJOvjhO%2B19PQdK77Ypzb7xPLfDYdoVvghgwQkJUp%2B6bxxT8ovWylUmgff3ptTNOENxOdvI12hoh34KMYaw%2B0eF2kNYFZTzvXjV5HfwhYTJqGmDhwsLxHBUzGzOHfKKmt4oVu02csMBZiyFQbHnQ5yfMqOLkCFjHTq33WNcPU1PZu1JnP8%2FoNZIe7ATAJZE8hJMKCY7rSV8lQthkxpkaXm2F0WUq8CZRwzUoMWV%2F7Xb7jF6yJuQfS909AbnSTA1HlWaPS%2B3DEhSLxpKSUO%2BXRdgSUhnwpgsC5NEvuzAnzGNLLsmfXXC3yLtVmS4GHWWRCDj6umN46pEx5dD1lJnj7E35aevKs2LP1tZf7IG%2BM%2BnC24KA3tm%2BBeQjUJOC0quMT20VoSR415JudkSxvdPe5FOGRA9hrPspf5cYyLzOv8IdIIdJB0XnBy0H8Gqdquig2ccZgXirDOjMyEgOstUu2Uh5pXXrB7LUJ9eqb1qFLBULbMGCah67a4pUHjSNIskaEnrGclErvGdVl4XrD3b1MfDHhGFiYd1BJDi2HC70dAyPlrPonh%2F%2FpAHlxDmJTkV%2FA2%2Baj2oew9fElHTabFw95n#detail
心肺复苏模拟人工呼吸教学假人半身心脏复苏急救训练全身CPR490,北京,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/128177215/O1CN014NpK0b23AWPFhvlXb_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,https://click.simba.taobao.com/cc_im?p=cpr%BC%D9%C8%CB&s=1849907713&k=961&e=YZbrY%2FSWELB%2F0%2BcVqBaJI48GalFp%2BoWylPyenat4bLn7f0Hx11cetpiJ%2BULTyJf%2F80Fb%2BE9qU1prsMbdhf9c65Eotf8ZAxyKxj8GxtuCicBo%2FKMAodz3B%2BcZBH4aFvabgTvpfSAkEYk81eomakq07KqBIV%2F9D0pnQLCJ9I4ZQIGbXjNOL9faoFOKwkeQ0iZT9mb2Ncfk2gdAOuOsxMA7WGE8ysLtg4ln46B0Hd52eZefLT5ydVK6qWAkCuJOGSzGsgOYvhdBh%2BzzQK4hF3c5%2FtjayeVQFCnK0zs2ZEvG893%2BNxz0S2WD9JFMUqjbZHnOmh1zXZg1jyoOaEOYkamg8p2Gl2OOxscKaQFZ7OlMMwgLRVNsCqkpkrXTkLUJNykDD1tqrY41jM0hgwQkJUp%2B6bxxT8ovWylUmgff3ptTNOENxOdvI12hoh34KMYaw%2B0eybV9y30kiYXhEct58%2B6XzaGmDhwsLxHBUzGzOHfKKmuvZy4F7looQzZxAjZ1n0tYb2XWLJzj0Nx1OXD6E19V0v4WwhXz0NGc1KhPKmkKevcCzG2BUCgIertULqKoEu7JzYleZw6Ij25W8oq1Xt159HPqvnfcYBpsdnk5ZdKGdceC05tSWyF9p4%2BuLcplfNDi7Vg7qHRDwCS6a%2BWYvHsW7Es0lvSxcuT5VkqvqPKP7leqLzKzLrjdI04RZTfkQ88vfJ0L2Nl%2FEU44WZHSoD0o1MeLoRIT2eh%2BhFOvT9DAan%2FABqAzQsBQLHvrSLfyNm74njjfJCFf3sX5cYyLzOv8IWtASj2x7p9uL0AfH1teM0r4sOBBkzeGGUbn2bxoYLJWUTGI4Yz51u6Eq7NJ55k6srUJipdW42GnEqcXdBPwsuLtd%2F0Z7W7de0yp%2BBmBqGTD4MNHDx3FIrg3No2cFbujDXDCUYgDYurMERZtm%2F6F3L1VmrOiD664ABz1C8OdRTOA#detail
护理模拟人护士打针输液导尿插胃管鼻饲,浙江 温州,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/28902000/O1CN01i3Ytey1Qe2nQhxNzN_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,https://click.simba.taobao.com/cc_im?p=cpr%BC%D9%C8%CB&s=1849907713&k=941&e=ijoaNCJVt11%2F0%2BcVqBaJI48GalFp%2BoWylPyenat4bLn7f0Hx11cetpiJ%2BULTyJf%2F80Fb%2BE9qU1puVj1VVqVfq3aUxwn9oiSZdSQLXMEuDbpo%2FKMAodz3B%2BcZBH4aFvabgTvpfSAkEYk81eomakq07KqBIV%2F9D0pnQLCJ9I4ZQIGbXjNOL9faoFOKwkeQ0iZT9mb2Ncfk2gdAOuOsxMA7WGE8ysLtg4ln46B0Hd52eZefLT5ydVK6qY%2BoDMz1Y9CJClKrNyCNCzf6Cgtc%2F8WTrb0zZdc7qctMglM7IVTrooTn81iYCi%2B2974roo%2FYv0cwo9Smn6eGms4uIxv%2FCFmDzdKQbbRDKitMvbJ3OyTKRmMUOsV2CIc9oBmkaTri%2Fa6bj92nEuKP2Gg9djKlbV0TYPJK%2FuXWT4P48rYdiNqWF9zcPS71k%2Bx2tUnjcSiC8oYpviuij9i%2FRzASqPZvLI7Hl2AQwZEaeltF9GK1%2BwUIdBOiN7vZa%2BHYicX5YBprrsJsZKJWeL3Kqaaae88f7JZNJk%2FLClJk1PKW3gBScl5dN%2BZPfnMy5xvFHJu2aEkILJctMbwjTErk6324Yb%2F%2FLasXqe1%2Fbu6yIiyC5OeeZaB%2FR0FItb00nkgrY7Prmclv1l78FwcTMXEf59%2BXH8GE37Kr%2BlzEvVO%2FYhRwV2EVYelgYff%2FjyZCEvlPUFbgUjSsoSpmsv4PUu5lzBrzX%2FH%2FnJk0%2B2uV6Ws5XBHFz5jABpwcA%2FdLLYj1KUzpAU3R5M%2Ft6QDnpB7S%2FuUwUgohDqKIIaUJ4q825TCQjBudtVrSwMKLMV64vlArtnnnphCVS5vfjBvmiwKkLCNIYaulwTLZcNgYzJqaLb0gihvIFqPbRVx6zVIV4xqV%2FReEEORcfBfyV4PcnN8ef6WleiFyp1hzLtH3FV8Q6M%2BjUzrqlIuBjpEOCSE%3D#detail
CPR全身心肺h复苏训练模拟人工呼吸心脏复苏急救人体模型假人1020,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/4292594823/O1CN01tZuOun1lUz2fq7R60_!!4292594823.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=704276713548&ns=1&abbucket=16#detail
心肺复苏模拟人CPR全身心z肺训练假人教学急救模型消防演模型,北京,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/4292594823/O1CN011jsjqK1lUz2ZDjsWN_!!4292594823.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=704289845319&ns=1&abbucket=16#detail
优模YOMO/CPR390心肺复苏模拟人急救假人培训救生训练模型单位实,浙江 温州,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2215502538597/O1CN01BybdZT2DNTndO33pC_!!2215502538597.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=709324146490&ns=1&abbucket=16#detail
心肺复苏模拟人工呼吸教学假人半身心脏复苏急救训练全身CPR490,湖北 武汉,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2625840554/O1CN01ZBqtvG1FxmFQADbd0_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=710477594568&ns=1&abbucket=16
